Year,State,County,Ownership,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2025,Kentucky,"Larue County, Kentucky",Federal Government,5,38,39,38,"705,506","1,416",0.75,0.99
2025,Kentucky,"Laurel County, Kentucky",Federal Government,16,265,266,255,"5,440,383","1,597",0.51,0.67
2025,Kentucky,"Lawrence County, Kentucky",Federal Government,4,34,32,32,"562,751","1,325",0.44,0.53
2025,Kentucky,"Lee County, Kentucky",Federal Government,3,9,9,9,"132,979","1,137",0.27,0.28
2025,Kentucky,"Leslie County, Kentucky",Federal Government,7,12,12,12,"178,694","1,145",0.42,0.47
2025,Kentucky,"Letcher County, Kentucky",Federal Government,16,32,32,31,"483,662","1,175",0.38,0.4
2025,Kentucky,"Lewis County, Kentucky",Federal Government,5,21,22,17,"291,495","1,121",0.46,0.57
2025,Kentucky,"Lincoln County, Kentucky",Federal Government,9,49,45,47,"848,120","1,388",0.61,0.73
2025,Kentucky,"Livingston County, Kentucky",Federal Government,10,104,101,106,"1,822,133","1,352",1.63,1.43
2025,Kentucky,"Logan County, Kentucky",Federal Government,7,60,66,64,"1,121,656","1,362",0.37,0.33
2025,Kentucky,"Lyon County, Kentucky",Federal Government,3,34,34,33,"776,327","1,774",0.71,1.03
2025,Kentucky,"McCracken County, Kentucky",Federal Government,17,539,541,542,"15,370,056","2,187",0.69,1.01
2025,Kentucky,"McCreary County, Kentucky",Federal Government,10,505,503,504,"11,431,645","1,745",9.01,13.42
2025,Kentucky,"McLean County, Kentucky",Federal Government,8,31,30,25,"453,276","1,216",0.75,0.96
2025,Kentucky,"Madison County, Kentucky",Federal Government,14,"1,144","1,141","1,138","23,130,698","1,559",1.58,1.84
2025,Kentucky,"Magoffin County, Kentucky",Federal Government,2,12,11,11,"182,249","1,237",0.29,0.38
2025,Kentucky,"Marion County, Kentucky",Federal Government,8,42,42,40,"726,147","1,351",0.23,0.25
2025,Kentucky,"Marshall County, Kentucky",Federal Government,9,90,87,88,"1,757,876","1,531",0.4,0.39
2025,Kentucky,"Martin County, Kentucky",Federal Government,6,411,409,417,"10,111,878","1,886",11.76,16.54
2025,Kentucky,"Mason County, Kentucky",Federal Government,8,52,43,50,"735,614","1,171",0.33,0.29
2025,Kentucky,"Meade County, Kentucky",Federal Government,6,34,31,33,"548,356","1,291",0.31,0.25
2025,Kentucky,"Menifee County, Kentucky",Federal Government,4,52,52,52,"955,552","1,414",2.72,3.66
2025,Kentucky,"Mercer County, Kentucky",Federal Government,5,43,42,38,"693,828","1,302",0.31,0.27
2025,Kentucky,"Metcalfe County, Kentucky",Federal Government,4,18,18,20,"265,939","1,096",0.5,0.47
2025,Kentucky,"Monroe County, Kentucky",Federal Government,4,27,21,27,"390,803","1,202",0.43,0.4
2025,Kentucky,"Montgomery County, Kentucky",Federal Government,6,58,59,56,"1,039,628","1,387",0.28,0.33
2025,Kentucky,"Morgan County, Kentucky",Federal Government,9,31,28,27,"419,388","1,125",0.43,0.45
2025,Kentucky,"Muhlenberg County, Kentucky",Federal Government,15,209,209,209,"4,868,946","1,792",1.36,1.81
2025,Kentucky,"Nelson County, Kentucky",Federal Government,12,76,74,75,"1,315,343","1,349",0.21,0.2
2025,Kentucky,"Nicholas County, Kentucky",Federal Government,1,12,10,11,"183,401","1,283",0.58,0.81
2025,Kentucky,"Ohio County, Kentucky",Federal Government,12,65,60,62,"1,252,197","1,545",0.44,0.58
2025,Kentucky,"Oldham County, Kentucky",Federal Government,6,71,75,74,"1,359,946","1,427",0.23,0.2
2025,Kentucky,"Owen County, Kentucky",Federal Government,3,17,17,17,"265,228","1,200",0.53,0.49
2025,Kentucky,"Owsley County, Kentucky",Federal Government,1,7,6,6,"123,660","1,502",0.45,0.7
2025,Kentucky,"Pendleton County, Kentucky",Federal Government,4,36,35,31,"447,668","1,013",0.71,0.55
2025,Kentucky,"Perry County, Kentucky",Federal Government,22,128,129,133,"2,927,527","1,732",0.61,0.78
2025,Kentucky,"Pike County, Kentucky",Federal Government,36,155,153,152,"3,221,460","1,616",0.39,0.48
2025,Kentucky,"Powell County, Kentucky",Federal Government,3,30,31,32,"476,335","1,182",0.56,0.65
2025,Kentucky,"Pulaski County, Kentucky",Federal Government,15,212,219,211,"4,388,903","1,578",0.41,0.53
2025,Kentucky,"Robertson County, Kentucky",Federal Government,1,1,1,1,"18,417","1,417",0.16,0.23
2025,Kentucky,"Rockcastle County, Kentucky",Federal Government,6,28,27,28,"440,756","1,225",0.37,0.41
2025,Kentucky,"Rowan County, Kentucky",Federal Government,8,111,109,108,"2,382,820","1,676",0.53,0.74
2025,Kentucky,"Russell County, Kentucky",Federal Government,4,69,70,70,"1,272,559","1,405",0.6,0.75
2025,Kentucky,"Scott County, Kentucky",Federal Government,5,69,71,71,"1,243,472","1,360",0.12,0.09
2025,Kentucky,"Shelby County, Kentucky",Federal Government,8,99,90,94,"1,533,585","1,251",0.29,0.25
2025,Kentucky,"Simpson County, Kentucky",Federal Government,2,31,27,27,"500,925","1,360",0.15,0.17
2025,Kentucky,"Spencer County, Kentucky",Federal Government,2,37,40,45,"660,227","1,249",1.03,1
2025,Kentucky,"Taylor County, Kentucky",Federal Government,7,88,87,83,"1,482,342","1,326",0.36,0.44
2025,Kentucky,"Todd County, Kentucky",Federal Government,8,35,32,34,"599,663","1,370",0.6,0.68
2025,Kentucky,"Trigg County, Kentucky",Federal Government,3,81,79,77,"1,666,164","1,622",1.37,2.26
2025,Kentucky,"Trimble County, Kentucky",Federal Government,2,15,12,11,"243,768","1,480",0.56,0.58
2025,Kentucky,"Union County, Kentucky",Federal Government,9,51,51,48,"922,210","1,419",0.48,0.47
2025,Kentucky,"Warren County, Kentucky",Federal Government,24,428,412,440,"9,848,562","1,776",0.32,0.37
2025,Kentucky,"Washington County, Kentucky",Federal Government,5,34,33,34,"533,153","1,218",0.48,0.45
2025,Kentucky,"Wayne County, Kentucky",Federal Government,4,39,37,35,"693,625","1,442",0.35,0.52
2025,Kentucky,"Webster County, Kentucky",Federal Government,8,38,38,39,"612,691","1,229",0.71,0.62
2025,Kentucky,"Whitley County, Kentucky",Federal Government,9,94,94,93,"1,553,649","1,276",0.33,0.35
2025,Kentucky,"Wolfe County, Kentucky",Federal Government,3,20,21,21,"343,458","1,278",0.67,0.89
2025,Kentucky,"Woodford County, Kentucky",Federal Government,4,50,44,42,"761,690","1,292",0.21,0.22
2025,Kentucky,"Unknown Or Undefined, Kentucky",Federal Government,76,"1,450","1,468","1,486","39,124,390","2,050",1.98,1.53
2025,Louisiana,"Acadia Parish, Louisiana",Federal Government,12,106,99,99,"1,624,555","1,233",0.34,0.39
2025,Louisiana,"Allen Parish, Louisiana",Federal Government,13,544,539,536,"14,679,876","2,092",3.72,6.16
2025,Louisiana,"Ascension Parish, Louisiana",Federal Government,13,178,175,174,"3,142,920","1,376",0.18,0.13
2025,Louisiana,"Assumption Parish, Louisiana",Federal Government,6,31,31,31,"474,771","1,178",0.39,0.32
2025,Louisiana,"Avoyelles Parish, Louisiana",Federal Government,17,80,80,83,"1,327,271","1,260",0.44,0.53
2025,Louisiana,"Beauregard Parish, Louisiana",Federal Government,8,75,71,69,"1,216,042","1,305",0.42,0.43
2025,Louisiana,"Bienville Parish, Louisiana",Federal Government,9,42,43,39,"620,320","1,154",0.5,0.45
2025,Louisiana,"Bossier Parish, Louisiana",Federal Government,38,"1,883","1,880","1,888","39,553,938","1,615",2.16,2.61
2025,Louisiana,"Caddo Parish, Louisiana",Federal Government,42,"3,072","3,052","3,035","79,598,037","2,006",1.43,1.93
2025,Louisiana,"Calcasieu Parish, Louisiana",Federal Government,30,573,571,574,"12,778,134","1,716",0.33,0.36
2025,Louisiana,"Caldwell Parish, Louisiana",Federal Government,6,28,27,27,"435,244","1,225",0.63,0.77
2025,Louisiana,"Cameron Parish, Louisiana",Federal Government,4,12,12,12,"272,940","1,750",0.15,0.07
2025,Louisiana,"Catahoula Parish, Louisiana",Federal Government,9,43,38,42,"698,064","1,310",1.02,1.28
2025,Louisiana,"Claiborne Parish, Louisiana",Federal Government,6,42,40,39,"647,537","1,235",0.68,0.72
2025,Louisiana,"Concordia Parish, Louisiana",Federal Government,6,63,57,62,"1,128,490","1,431",0.64,0.75
2025,Louisiana,"De Soto Parish, Louisiana",Federal Government,8,46,49,47,"763,258","1,240",0.29,0.19
2025,Louisiana,"East Baton Rouge Parish, Louisiana",Federal Government,59,"2,352","2,337","2,307","56,212,048","1,854",0.44,0.47
2025,Louisiana,"East Carroll Parish, Louisiana",Federal Government,5,22,23,21,"305,053","1,067",0.79,0.84
2025,Louisiana,"East Feliciana Parish, Louisiana",Federal Government,5,27,21,25,"411,952","1,302",0.25,0.22
2025,Louisiana,"Evangeline Parish, Louisiana",Federal Government,10,50,55,58,"968,441","1,371",0.37,0.44
2025,Louisiana,"Franklin Parish, Louisiana",Federal Government,11,57,59,55,"885,606","1,195",0.61,0.77
2025,Louisiana,"Grant Parish, Louisiana",Federal Government,9,712,708,717,"20,443,195","2,208",11.1,16.2
2025,Louisiana,"Iberia Parish, Louisiana",Federal Government,9,105,100,97,"1,900,328","1,452",0.21,0.21
2025,Louisiana,"Iberville Parish, Louisiana",Federal Government,12,83,81,81,"1,465,302","1,380",0.25,0.15
2025,Louisiana,"Jackson Parish, Louisiana",Federal Government,5,32,31,34,"440,200","1,047",0.45,0.32
2025,Louisiana,"Jefferson Parish, Louisiana",Federal Government,38,"1,429","1,406","1,409","35,935,653","1,954",0.39,0.46
2025,Louisiana,"Jefferson Davis Parish, Louisiana",Federal Government,12,91,89,92,"1,752,805","1,487",0.61,0.78
2025,Louisiana,"Lafayette Parish, Louisiana",Federal Government,39,"1,054","1,042","1,033","23,379,135","1,724",0.39,0.45
2025,Louisiana,"Lafourche Parish, Louisiana",Federal Government,14,148,144,147,"2,696,611","1,418",0.21,0.18
2025,Louisiana,"LaSalle Parish, Louisiana",Federal Government,7,67,66,66,"1,775,678","2,059",0.73,1.24
2025,Louisiana,"Lincoln Parish, Louisiana",Federal Government,12,127,120,118,"1,973,132","1,248",0.32,0.33
2025,Louisiana,"Livingston Parish, Louisiana",Federal Government,13,159,162,158,"3,007,510","1,449",0.26,0.33
2025,Louisiana,"Madison Parish, Louisiana",Federal Government,5,33,32,30,"514,174","1,249",0.52,0.71
2025,Louisiana,"Morehouse Parish, Louisiana",Federal Government,7,50,50,50,"808,275","1,244",0.42,0.45
2025,Louisiana,"Natchitoches Parish, Louisiana",Federal Government,22,163,161,166,"3,015,497","1,420",0.6,0.72
2025,Louisiana,"Orleans Parish, Louisiana",Federal Government,59,"9,672","9,612","9,565","259,514,774","2,076",2.64,2.97
2025,Louisiana,"Ouachita Parish, Louisiana",Federal Government,23,471,456,461,"9,368,799","1,558",0.34,0.41
2025,Louisiana,"Plaquemines Parish, Louisiana",Federal Government,10,446,443,443,"9,745,923","1,688",1.65,1.12
2025,Louisiana,"Pointe Coupee Parish, Louisiana",Federal Government,18,73,69,68,"1,096,291","1,205",0.67,0.62
2025,Louisiana,"Rapides Parish, Louisiana",Federal Government,39,"2,002","2,002","2,010","47,079,785","1,807",1.84,2.45
2025,Louisiana,"Red River Parish, Louisiana",Federal Government,5,22,20,19,"324,203","1,226",0.39,0.39
2025,Louisiana,"Richland Parish, Louisiana",Federal Government,9,83,65,61,"1,195,600","1,320",0.52,0.73
2025,Louisiana,"Sabine Parish, Louisiana",Federal Government,8,43,41,42,"601,390","1,101",0.4,0.39
2025,Louisiana,"St. Bernard Parish, Louisiana",Federal Government,6,61,61,61,"979,573","1,235",0.28,0.23
2025,Louisiana,"St. Charles Parish, Louisiana",Federal Government,17,169,169,170,"3,825,899","1,738",0.38,0.27
2025,Louisiana,"St. Helena Parish, Louisiana",Federal Government,2,9,10,10,"147,286","1,172",0.32,0.29
2025,Louisiana,"St. James Parish, Louisiana",Federal Government,8,34,33,35,"551,400","1,248",0.24,0.14
2025,Louisiana,"St. John the Baptist Parish, Louisiana",Federal Government,6,84,87,84,"1,709,300","1,547",0.32,0.27
2025,Louisiana,"St. Landry Parish, Louisiana",Federal Government,20,171,171,175,"2,952,551","1,318",0.38,0.42
2025,Louisiana,"St. Martin Parish, Louisiana",Federal Government,6,70,65,69,"1,033,321","1,169",0.29,0.24
2025,Louisiana,"St. Mary Parish, Louisiana",Federal Government,14,134,131,129,"2,541,153","1,488",0.34,0.33
2025,Louisiana,"St. Tammany Parish, Louisiana",Federal Government,31,691,709,697,"16,586,507","1,825",0.37,0.43
2025,Louisiana,"Tangipahoa Parish, Louisiana",Federal Government,27,363,361,360,"8,016,259","1,707",0.4,0.56
2025,Louisiana,"Tensas Parish, Louisiana",Federal Government,5,22,19,17,"353,124","1,405",1.14,1.72
2025,Louisiana,"Terrebonne Parish, Louisiana",Federal Government,19,315,318,318,"6,533,137","1,585",0.35,0.35
2025,Louisiana,"Union Parish, Louisiana",Federal Government,9,77,76,76,"1,373,836","1,384",0.71,0.93
2025,Louisiana,"Vermilion Parish, Louisiana",Federal Government,13,153,158,156,"2,688,058","1,328",0.62,0.7
2025,Louisiana,"Vernon Parish, Louisiana",Federal Government,33,"2,028","2,028","2,027","32,492,155","1,233",8.28,8.49
2025,Louisiana,"Washington Parish, Louisiana",Federal Government,9,110,107,108,"1,780,011","1,264",0.5,0.53
2025,Louisiana,"Webster Parish, Louisiana",Federal Government,13,97,90,91,"1,638,731","1,360",0.42,0.46
2025,Louisiana,"West Baton Rouge Parish, Louisiana",Federal Government,8,86,85,83,"1,828,291","1,661",0.32,0.32
2025,Louisiana,"West Carroll Parish, Louisiana",Federal Government,8,36,31,30,"575,352","1,369",0.8,1.18
2025,Louisiana,"West Feliciana Parish, Louisiana",Federal Government,5,16,17,17,"324,672","1,498",0.17,0.11
2025,Louisiana,"Winn Parish, Louisiana",Federal Government,8,63,63,63,"1,353,087","1,652",0.75,0.97
2025,Louisiana,"Unknown Or Undefined, Louisiana",Federal Government,77,"1,357","1,354","1,348","36,522,740","2,076",1.65,1.21
2025,Maine,"Androscoggin County, Maine",Federal Government,27,302,301,310,"6,831,196","1,727",0.34,0.38
2025,Maine,"Aroostook County, Maine",Federal Government,62,"1,202","1,195","1,202","26,125,122","1,675",2.46,3.08
2025,Maine,"Cumberland County, Maine",Federal Government,80,"2,100","2,069","2,058","54,217,380","2,009",0.57,0.59
2025,Maine,"Franklin County, Maine",Federal Government,24,107,107,104,"2,658,825","1,929",0.5,0.81
2025,Maine,"Hancock County, Maine",Federal Government,44,300,287,300,"5,208,762","1,355",0.76,0.69
2025,Maine,"Kennebec County, Maine",Federal Government,44,"2,316","2,290","2,322","62,763,940","2,091",1.96,2.61
2025,Maine,"Knox County, Maine",Federal Government,24,107,108,109,"2,088,527","1,488",0.35,0.37
2025,Maine,"Lincoln County, Maine",Federal Government,26,74,78,74,"1,291,918","1,319",0.38,0.35
2025,Maine,"Oxford County, Maine",Federal Government,34,120,124,125,"2,400,540","1,501",0.38,0.42
2025,Maine,"Penobscot County, Maine",Federal Government,72,"1,109","1,087","1,089","22,729,978","1,597",0.8,0.91
2025,Maine,"Piscataquis County, Maine",Federal Government,13,53,52,50,"861,967","1,283",0.52,0.58
2025,Maine,"Sagadahoc County, Maine",Federal Government,11,362,366,366,"10,357,994","2,185",1.14,1.45
2025,Maine,"Somerset County, Maine",Federal Government,30,179,174,171,"4,218,904","1,858",0.57,0.72
2025,Maine,"Waldo County, Maine",Federal Government,22,73,75,75,"1,443,023","1,493",0.36,0.36
2025,Maine,"Washington County, Maine",Federal Government,40,326,327,334,"8,332,057","1,948",1.78,2.57
2025,Maine,"York County, Maine",Federal Government,54,"7,574","7,517","7,543","188,095,177","1,918",5.29,6.15
2025,Maine,"Unknown Or Undefined, Maine",Federal Government,68,937,954,959,"27,749,179","2,247",1.6,1.24
2025,Maryland,"Allegany County, Maryland",Federal Government,29,527,529,532,"12,776,466","1,857",1.03,1.45
2025,Maryland,"Anne Arundel County, Maryland",Federal Government,123,"15,400","15,312","15,122","471,392,227","2,373",2.71,3.11
2025,Maryland,"Baltimore County, Maryland",Federal Government,77,"13,027","12,936","12,851","415,828,145","2,472",1.81,2.32
2025,Maryland,"Calvert County, Maryland",Federal Government,29,422,418,394,"13,692,196","2,561",0.9,1.28
2025,Maryland,"Caroline County, Maryland",Federal Government,12,73,69,71,"1,318,290","1,428",0.42,0.44
2025,Maryland,"Carroll County, Maryland",Federal Government,29,572,573,562,"16,591,352","2,243",0.49,0.78
2025,Maryland,"Cecil County, Maryland",Federal Government,28,"3,527","3,555","3,514","111,737,233","2,434",4.96,7.51
2025,Maryland,"Charles County, Maryland",Federal Government,58,"3,989","3,918","3,729","126,230,271","2,503",4.45,7.34
2025,Maryland,"Dorchester County, Maryland",Federal Government,20,183,183,184,"4,524,405","1,898",0.82,1.12
2025,Maryland,"Frederick County, Maryland",Federal Government,79,"5,014","4,993","4,927","158,495,337","2,449",2.36,3.15
2025,Maryland,"Garrett County, Maryland",Federal Government,12,63,59,60,"1,131,916","1,435",0.27,0.31
2025,Maryland,"Harford County, Maryland",Federal Government,50,"11,279","11,281","11,274","349,090,408","2,381",6.14,8.26
2025,Maryland,"Howard County, Maryland",Federal Government,53,"2,239","2,184","2,114","77,924,790","2,751",0.64,0.79
2025,Maryland,"Kent County, Maryland",Federal Government,10,61,57,56,"1,108,861","1,471",0.4,0.44
2025,Maryland,"Montgomery County, Maryland",Federal Government,141,"48,777","48,519","47,976","1,900,083,853","3,018",5.41,6.12
2025,Maryland,"Prince George's County, Maryland",Federal Government,150,"30,430","31,310","30,545","1,100,494,500","2,752",4.85,6.91
2025,Maryland,"Queen Anne's County, Maryland",Federal Government,20,155,149,154,"3,808,951","1,919",0.51,0.67
2025,Maryland,"St. Mary's County, Maryland",Federal Government,48,"10,513","10,493","10,469","377,641,876","2,769",11.33,13.87
2025,Maryland,"Somerset County, Maryland",Federal Government,12,48,44,46,"833,399","1,394",0.33,0.31
2025,Maryland,"Talbot County, Maryland",Federal Government,20,223,211,205,"4,744,516","1,713",0.59,0.72
2025,Maryland,"Washington County, Maryland",Federal Government,41,648,646,651,"17,490,048","2,075",0.52,0.72
2025,Maryland,"Wicomico County, Maryland",Federal Government,27,283,288,291,"6,295,576","1,685",0.33,0.38
2025,Maryland,"Worcester County, Maryland",Federal Government,14,213,209,196,"4,661,947","1,741",0.43,0.7
2025,Maryland,"Baltimore City, Maryland",Federal Government,86,"12,012","11,881","11,905","345,010,353","2,224",1.79,1.75
2025,Maryland,"Unknown Or Undefined, Maryland",Federal Government,104,"2,121","2,101","1,952","74,835,128","2,797",0.78,0.67
2025,Massachusetts,"Barnstable County, Massachusetts",Federal Government,81,"1,535","1,538","1,540","36,941,576","1,848",0.92,0.99
2025,Massachusetts,"Berkshire County, Massachusetts",Federal Government,33,349,345,350,"7,846,922","1,735",0.32,0.31
2025,Massachusetts,"Bristol County, Massachusetts",Federal Government,53,"1,142","1,140","1,140","24,521,418","1,654",0.26,0.25
2025,Massachusetts,"Dukes County, Massachusetts",Federal Government,6,32,36,36,"813,774","1,806",0.26,0.23
2025,Massachusetts,"Essex County, Massachusetts",Federal Government,63,"3,394","3,373","3,412","80,092,920","1,816",0.56,0.49
2025,Massachusetts,"Franklin County, Massachusetts",Federal Government,29,216,207,214,"4,130,887","1,497",0.45,0.48
2025,Massachusetts,"Hampden County, Massachusetts",Federal Government,66,"3,729","3,731","3,714","78,195,525","1,615",0.97,0.95
2025,Massachusetts,"Hampshire County, Massachusetts",Federal Government,40,"1,471","1,462","1,453","38,854,780","2,044",1.18,1.53
2025,Massachusetts,"Middlesex County, Massachusetts",Federal Government,176,"11,627","11,506","11,580","334,827,542","2,226",0.66,0.45
2025,Massachusetts,"Nantucket County, Massachusetts",Federal Government,4,46,46,45,"1,287,489","2,169",0.38,0.41
2025,Massachusetts,"Norfolk County, Massachusetts",Federal Government,64,"1,379","1,374","1,360","36,621,961","2,055",0.21,0.18
2025,Massachusetts,"Plymouth County, Massachusetts",Federal Government,67,"2,936","2,916","2,895","76,536,803","2,019",0.78,0.83
2025,Massachusetts,"Suffolk County, Massachusetts",Federal Government,125,"14,076","13,993","13,967","443,559,521","2,435",1.02,0.62
2025,Massachusetts,"Worcester County, Massachusetts",Federal Government,126,"2,950","2,955","2,919","68,155,590","1,782",0.43,0.4
2025,Massachusetts,"Unknown Or Undefined, Massachusetts",Federal Government,42,"1,230","1,236","1,211","40,869,270","2,565",0.65,0.35
2025,Michigan,"Alcona County, Michigan",Federal Government,7,18,19,18,"266,816","1,120",0.68,0.75
